1 1  0.34375  0.27593  0.09532  0.30646 -0.11641 -0.13840  2.86353  0.86383  0.01461  0.02671  0.04505  0.07638  0.00031  0.01733  0.60072  0.77045  0.05135  0.03788  0.06859  0.04636  0.01120  0.01006  0.34291  0.19998
1 2  0.37509  0.31522  0.07038  0.26757 -0.27311 -0.25828  2.76347  0.81648 -0.01104 -0.01007  0.11984  0.07395  0.05019  0.04413  0.54108  0.91699  0.02293  0.03391  0.01760  0.01224  0.02656  0.01847  0.45592  0.27635
1 3  0.33690  0.30539  0.04331  0.27572 -0.45042 -0.40102  2.92441  0.90565  0.00620  0.03197  0.05957  0.06235  0.04545  0.08342  0.55319  1.09241  0.01929  0.01907  0.01130  0.01399  0.04647  0.03240  0.47918  0.19024
1 4  0.32030  0.30815  0.04479  0.31836 -0.61951 -0.50727  3.02564  1.02005  0.01468  0.03489  0.04525  0.07307  0.03809  0.07384  0.59794  1.47702  0.01044  0.00757  0.00650  0.00989  0.05420  0.04805  0.31521  0.14529
1 5  0.25810  0.28273  0.04996  0.31279 -0.76831 -0.64867  3.06397  1.04671  0.03493  0.02977  0.07539  0.02883  0.03086  0.16306  0.62142  1.03775  0.01002  0.00525  0.01383  0.00855  0.07564  0.07005  0.42151  0.12325
1 6  0.25035  0.29265 -0.00442  0.28673 -0.83407 -0.72376  3.05435  1.04968  0.04887  0.05184  0.07727  0.06910  0.08050  0.24338  0.64427  1.14008  0.00749  0.00669  0.00972  0.00713  0.06243  0.07707  0.53126  0.23083
1 7  0.24349  0.26606  0.01642  0.25170 -0.93641 -0.85125  2.93116  1.01467  0.04505  0.03473  0.06411  0.09224  0.08814  0.25882  0.62173  1.25502  0.00202  0.00310  0.00955  0.00509  0.08260  0.12847  0.39150  0.15096
1 8  0.24299  0.26860  0.02797  0.28407 -1.04681 -0.94265  3.01178  0.99069  0.05620  0.05701  0.06464  0.07289  0.18832  0.36809  0.81434  0.71070  0.00192  0.00588  0.00642  0.00424  0.08757  0.10242  0.50511  0.23150
1 9  0.24579  0.27183  0.00632  0.27387 -1.19259 -1.07426  2.91450  0.89258  0.02280  0.04853  0.05861  0.10673  0.15994  0.43770  0.74260  0.65904  0.00118  0.00318  0.00362  0.00197  0.09245  0.10222  0.49497  0.18407
1 10  0.24230  0.26752  0.00746  0.27455 -1.32493 -1.17624  2.73038  0.87171  0.01863  0.08704  0.04955  0.09688  0.20351  0.42442  0.68281  0.84471  0.00110  0.00496  0.00402  0.00493  0.11406  0.08890  0.55549  0.08745
1 11  0.24166  0.21937  0.02543  0.26416 -1.41701 -1.42587  2.72147  0.94720  0.01866  0.08102  0.05099  0.08633  0.27131  0.43653  0.54468  1.24221  0.00083  0.00739  0.00603  0.00363  0.15098  0.15416  0.69080  0.17841
1 12  0.24590  0.24061  0.02413  0.25092 -1.53033 -1.48725  2.82724  0.89582  0.03075  0.06993  0.03252  0.10809  0.37467  0.48817  0.52519  0.88106  0.00069  0.00640  0.00572  0.00690  0.18168  0.18035  0.48657  0.15316
1 13  0.24108  0.24345  0.01945  0.28143 -1.69037 -1.48035  2.76826  0.86464  0.04620  0.10865  0.04704  0.09317  0.37245  0.35634  0.60468  0.96044  0.00093  0.01349  0.00642  0.01106  0.18003  0.20706  0.36487  0.20210
1 14  0.23336  0.23402  0.02651  0.28002 -1.68087 -1.48116  2.92569  0.92998  0.04082  0.07965  0.04361  0.03423  0.39052  0.41050  0.49421  1.23680  0.00081  0.00708  0.00492  0.01332  0.22560  0.23538  0.43181  0.23010
1 15  0.22568  0.23513 -0.01215  0.29577 -1.67193 -1.50888  2.85806  0.90350  0.04760  0.08325  0.01406  0.06589  0.38979  0.51188  0.64952  1.15218  0.00067  0.00633  0.01095  0.01252  0.22795  0.27257  0.36693  0.19321
