1 1  0.27563  0.34843  0.01546  0.31626 -0.12618 -0.08226  0.44439  3.20067  1.06469  0.85797  0.11265 -0.02308  0.05370  0.05698  0.01954  0.00205  0.96619 -0.55383  0.72752  0.69164  0.04922  0.06333  0.02973  0.05043  0.01570  0.01066  0.18653  0.52699  0.15543
1 2  0.30010  0.34962  0.07731  0.28953 -0.28441 -0.23274  0.48753  3.11634  1.05348  0.97947  0.05606 -0.02916  0.02890  0.04630  0.03563  0.01827  0.87552 -0.53156  0.65882  1.17255  0.02002  0.02761  0.00849  0.01089  0.03610  0.02826  0.09749  0.29101  0.05139
1 3  0.26836  0.34671  0.08362  0.29946 -0.43526 -0.35326  0.45101  3.26621  1.09455  0.77459  0.04789 -0.00632  0.03107  0.01907  0.05933  0.06611  0.76621 -0.48039  0.63505  1.46590  0.01208  0.01135  0.00668  0.01512  0.05129  0.03804  0.09276  0.34311  0.05731
1 4  0.31732  0.32149  0.07072  0.32749 -0.51498 -0.45140  0.54957  3.27598  1.14263  1.07177  0.03081  0.01774  0.03325  0.03937  0.04089  0.10690  0.78929 -0.58182  0.64235  1.32728  0.01289  0.01072  0.00528  0.01373  0.06806  0.06154  0.05579  0.25966  0.07678
1 5  0.28531  0.29870  0.06455  0.29510 -0.67379 -0.61148  0.47094  3.25622  1.11217  1.01688  0.04833  0.03547  0.03548  0.03716  0.11488  0.09003  0.80773 -0.70198  0.58158  1.36306  0.00591  0.01012  0.00371  0.00932  0.07493  0.09593  0.02422  0.21614  0.11511
1 6  0.27829  0.27539  0.04997  0.29899 -0.83001 -0.71271  0.49226  3.30419  1.13816  1.12081  0.04133  0.00642  0.05238  0.01450  0.12234  0.10786  0.78715 -0.61760  0.59911  1.21703  0.00844  0.00881  0.00653  0.00477  0.10403  0.10185  0.04675  0.29039  0.11636
1 7  0.22782  0.30024  0.05443  0.29962 -0.84808 -0.87103  0.54374  3.31229  1.18901  1.21615  0.05616  0.02486  0.03967  0.03092  0.12584  0.16870  0.77073 -0.62825  0.57022  1.41631  0.01023  0.00808  0.00822  0.00431  0.08579  0.11848  0.05465  0.20619  0.12073
1 8  0.21633  0.27657  0.04834  0.28904 -0.94102 -0.96994  0.51152  3.20384  1.10494  1.11293  0.05559  0.04346  0.03487  0.05594  0.17197  0.21022  0.76922 -0.71137  0.60460  1.15000  0.00814  0.00908  0.00835  0.00593  0.12403  0.15531  0.09886  0.38398  0.07050
1 9  0.21565  0.23107  0.06370  0.24986 -1.16180 -1.06103  0.37485  3.12777  0.97787  1.01543  0.04920  0.03906  0.06006  0.06466  0.23173  0.25272  0.83549 -0.64540  0.62209  0.96867  0.01047  0.00531  0.01351  0.00980  0.14841  0.19254  0.05280  0.31673  0.07999
1 10  0.20406  0.23414  0.01970  0.26522 -1.14454 -1.15560  0.34380  3.11003  1.05929  0.93079  0.04791  0.02573  0.03932  0.03339  0.16618  0.27512  0.84507 -0.68664  0.66119  1.09129  0.00541  0.01432  0.00929  0.00932  0.18225  0.14827  0.02271  0.30393  0.11346
1 11  0.22744  0.20445  0.04349  0.30167 -1.26966 -1.26565  0.42682  3.10323  1.06368  0.97963  0.05613  0.02604  0.05462  0.03895  0.28521  0.34980  0.81445 -0.61519  0.60921  1.22368  0.00392  0.02141  0.01003  0.01086  0.23375  0.21779  0.01554  0.22541  0.12270
1 12  0.22812  0.23369  0.06877  0.27470 -1.33984 -1.32350  0.45621  3.10896  1.07282  0.99118  0.07202  0.01413  0.04432  0.04802  0.23696  0.36415  0.80020 -0.64972  0.56655  1.30261  0.00557  0.01799  0.00565  0.01397  0.16444  0.19710  0.01146  0.25449  0.10128
1 13  0.20105  0.23438  0.06818  0.28409 -1.35704 -1.35785  0.45803  3.16324  1.05245  1.10064  0.06261  0.01457  0.05488  0.03210  0.29578  0.40300  0.78729 -0.68287  0.53352  1.33942  0.00835  0.01427  0.00755  0.01542  0.21835  0.18145  0.01247  0.26468  0.12595
1 14  0.18586  0.22165  0.06503  0.27075 -1.48143 -1.39517  0.49462  3.23956  1.11350  1.09924  0.08293  0.01229  0.06219  0.02166  0.29661  0.39137  0.81667 -0.66285  0.63353  1.52138  0.00983  0.01268  0.00926  0.02010  0.22957  0.19449  0.01919  0.25280  0.13181
1 15  0.21130  0.21164  0.04837  0.32970 -1.38780 -1.34592  0.46796  3.28948  1.06498  0.97004  0.06071  0.01669  0.05317  0.04065  0.36668  0.43686  0.84828 -0.68164  0.61282  1.03552  0.01246  0.01123  0.00714  0.01993  0.20608  0.21453  0.02822  0.31628  0.09655
