1 1  0.33895  0.38305  0.07607  0.34763 -0.10852 -0.12248  3.08434  1.07596  0.07396  0.06030 -0.02312  0.06808  0.04547  0.01603  0.58583  0.45074  0.03978  0.02728  0.02440  0.03600  0.01283  0.01230  0.71526  0.23340
1 2  0.34049  0.42507  0.08357  0.28478 -0.28393 -0.23916  2.79763  1.00660  0.02216  0.05341  0.01588  0.13368  0.09145  0.05809  0.84150  0.55629  0.02639  0.01447  0.01145  0.00924  0.02745  0.02238  0.50098  0.10922
1 3  0.33484  0.38764  0.06175  0.29700 -0.42168 -0.31958  3.06908  1.05447 -0.00129  0.07141  0.04162  0.11941  0.10110  0.09006  0.73261  0.53655  0.01032  0.01141  0.01208  0.00359  0.03586  0.04147  0.72896  0.06014
1 4  0.30492  0.36100  0.05037  0.29635 -0.49837 -0.48516  3.05355  1.18152  0.05486  0.06900  0.03082  0.10038  0.13500  0.13020  0.84363  0.72696  0.01139  0.00770  0.01237  0.00261  0.04530  0.04634  0.50494  0.07010
1 5  0.29544  0.31110  0.04914  0.29168 -0.65620 -0.66069  3.11788  1.20621  0.01714  0.08557  0.04769  0.10876  0.19662  0.10620  0.67383  0.96932  0.00930  0.00999  0.00629  0.00325  0.08502  0.06303  0.64228  0.05588
1 6  0.28611  0.28294  0.07022  0.30010 -0.83447 -0.74917  3.20906  1.14798 -0.00205  0.05801  0.05548  0.11481  0.15572  0.08151  0.63306  0.90385  0.01071  0.00797  0.00467  0.00542  0.06454  0.09209  0.42184  0.08530
1 7  0.28963  0.29459  0.05799  0.28561 -0.93420 -0.93288  3.12692  1.11383  0.01460  0.08373  0.05976  0.09125  0.10677  0.13153  0.66607  1.03402  0.00771  0.00508  0.00261  0.00452  0.09188  0.07024  0.45009  0.06985
1 8  0.28404  0.27693  0.05292  0.25337 -0.93748 -0.97632  3.12641  1.04659  0.00481  0.03793  0.07044  0.07957  0.19530  0.17902  0.65128  0.89074  0.01100  0.00408  0.00339  0.00303  0.13182  0.12010  0.44817  0.05856
1 9  0.28650  0.22046  0.04107  0.27183 -1.10586 -1.17781  2.82221  0.94926  0.03132  0.06643  0.08324  0.10966  0.27398  0.19876  0.64472  0.83744  0.00963  0.00464  0.00278  0.00235  0.16783  0.10615  0.51452  0.09222
1 10  0.27907  0.24535  0.05798  0.24960 -1.24682 -1.12720  2.90370  1.01093  0.00043  0.04459  0.06722  0.08347  0.19476  0.18463  0.59763  1.21410  0.00705  0.00540  0.00341  0.00245  0.14287  0.16275  0.31425  0.14820
1 11  0.25488  0.24831  0.02982  0.27768 -1.45458 -1.30348  2.91945  0.94517  0.00300  0.05015  0.09626  0.08092  0.47405  0.20743  0.58748  1.22223  0.00371  0.00465  0.00383  0.00546  0.22603  0.18212  0.41735  0.18949
