1 1  0.25870  0.29797  0.13115  0.27705 -0.13247 -0.08911 -0.64382  3.16461  0.84172 -1.43584  0.01066  0.03359  0.03796  0.09157  0.03162  0.02427  0.37041 -0.49078  0.65840  1.23597  0.04574  0.04485  0.03831  0.07292  0.01458  0.01438  0.39704  1.30810  0.50904
1 2  0.21694  0.29734  0.06279  0.25988 -0.21788 -0.21877 -0.62286  2.86676  0.92099 -1.84169  0.03780  0.03344  0.03949  0.06206  0.06284  0.03597  0.71667  0.38321  0.65082  0.74856  0.02229  0.02235  0.02071  0.01585  0.02923  0.04063  0.06369  0.49716  0.06610
1 3  0.18556  0.28292  0.05899  0.28051 -0.38691 -0.31713 -0.59807  3.02033  0.98871 -1.98714  0.03819  0.05259  0.06205  0.07457  0.06714  0.06848  0.73151  0.49847  0.60327  1.18298  0.00910  0.01526  0.01187  0.01435  0.04433  0.06593  0.04734  0.32288  0.13016
1 4  0.15391  0.23026  0.07087  0.27419 -0.56347 -0.40787 -0.60567  3.04445  0.92841 -1.93752  0.04708  0.04432  0.04210  0.07527  0.07668  0.10328  0.73035  0.45293  0.60433  1.17663  0.00476  0.00714  0.00776  0.00838  0.06583  0.12166  0.05183  0.31471  0.05846
1 5  0.14280  0.21540  0.03762  0.28271 -0.71529 -0.59502 -0.65974  2.99698  0.92586 -1.80378  0.06120  0.05389  0.05335  0.05932  0.10479  0.08570  0.73644  0.55297  0.56124  0.91601  0.00474  0.00594  0.00426  0.00831  0.08063  0.13942  0.03046  0.28678  0.10006
1 6  0.10986  0.22758  0.06416  0.30019 -0.82133 -0.66826 -0.66602  2.90267  0.92961 -2.02899  0.05842  0.05075  0.04485  0.04545  0.12309  0.14953  0.73556  0.53107  0.59234  0.93833  0.00447  0.00600  0.00406  0.00385  0.08659  0.19660  0.01800  0.43566  0.14699
1 7  0.11890  0.22452  0.03627  0.29322 -0.89312 -0.79362 -0.62672  2.92106  0.93176 -2.25711  0.05949  0.06655  0.04942  0.05777  0.12666  0.15624  0.74716  0.59399  0.58718  1.08055  0.00133  0.00557  0.00318  0.00387  0.12224  0.20496  0.01628  0.44724  0.17058
1 8  0.12565  0.23738  0.05049  0.29261 -0.95177 -0.89489 -0.61290  3.03646  0.87152 -1.92915  0.06594  0.06256  0.05140  0.05314  0.18570  0.19402  0.79254  0.62514  0.58805  0.89256  0.00313  0.00463  0.00234  0.00437  0.11530  0.21703  0.02775  0.31315  0.09474
1 9  0.16117  0.22952  0.03601  0.27506 -1.09730 -0.93134 -0.55013  3.13217  1.03992 -2.25106  0.05684  0.07101  0.04589  0.05389  0.19258  0.17993  0.75499  0.60059  0.56288  1.18354  0.00345  0.00509  0.00207  0.00381  0.16103  0.16218  0.03076  0.45799  0.12668
1 10  0.17581  0.23708  0.02813  0.29100 -1.15700 -0.99243 -0.54971  3.18746  1.01021 -2.24960  0.05175  0.07416  0.03436  0.05668  0.21113  0.21995  0.70934  0.50736  0.58484  1.09701  0.00232  0.00405  0.00233  0.00852  0.13959  0.20622  0.02522  0.33580  0.11862
1 11  0.14398  0.23041  0.04660  0.27598 -1.27675 -1.04450 -0.57244  3.12568  0.94411 -2.04590  0.05715  0.07055  0.03759  0.05177  0.27402  0.26255  0.72325  0.52334  0.56371  1.15534  0.00333  0.00298  0.00380  0.01511  0.14940  0.20430  0.03001  0.31011  0.10006
1 12  0.12459  0.24033  0.04110  0.27856 -1.43787 -1.21681 -0.63657  3.03715  0.90830 -1.95253  0.05128  0.07280  0.04373  0.04476  0.26011  0.27268  0.62876  0.32682  0.54885  1.25145  0.00469  0.00315  0.00599  0.01537  0.19444  0.20825  0.03864  0.23912  0.11155
1 13  0.14408  0.23716  0.02841  0.26996 -1.43622 -1.31067 -0.61603  2.98963  0.93728 -1.82054  0.04910  0.06848  0.03696  0.05366  0.34146  0.30439  0.78044  0.68459  0.51840  0.92788  0.00381  0.00870  0.00615  0.01179  0.21527  0.17799  0.03188  0.28338  0.16027
1 14  0.12988  0.19655  0.03551  0.24813 -1.50932 -1.21430 -0.60305  3.05096  0.87794 -1.99610  0.04964  0.05954  0.04786  0.06299  0.32063  0.28424  0.76167  0.62834  0.58883  0.95286  0.00458  0.01013  0.00416  0.00872  0.18140  0.18450  0.03225  0.37392  0.13528
1 15  0.16311  0.22244  0.05607  0.25995 -1.47663 -1.33429 -0.58951  3.06599  1.01507 -2.01351  0.04768  0.05603  0.04482  0.04519  0.33255  0.34081  0.77907  0.66689  0.57966  0.86660  0.00591  0.00708  0.00309  0.01530  0.23731  0.13865  0.02001  0.37538  0.09108
1 16  0.14245  0.20368  0.03782  0.27844 -1.54322 -1.41035 -0.61761  2.98396  0.99225 -2.09335  0.04927  0.07289  0.04436  0.04393  0.36508  0.40692  0.81334  0.70498  0.56138  0.78445  0.00610  0.00708  0.00236  0.01075  0.20600  0.16880  0.02233  0.30702  0.13372
1 17  0.15047  0.19779  0.04577  0.23749 -1.68811 -1.36068 -0.68254  2.94025  0.91562 -1.95632  0.04441  0.06744  0.04054  0.06688  0.36834  0.34718  0.76392  0.61777  0.60926  0.89135  0.00346  0.01026  0.00283  0.01112  0.24030  0.16842  0.01446  0.32444  0.13662
1 18  0.15915  0.21959  0.03677  0.23290 -1.56559 -1.33424 -0.70886  2.92606  0.88683 -2.17824  0.03727  0.06559  0.03365  0.06585  0.34445  0.33733  0.73337  0.53818  0.59394  1.09804  0.00440  0.00837  0.00257  0.01365  0.26795  0.16924  0.01062  0.39953  0.14667
