1 1  0.27739  0.42304  0.06111  0.30261 -0.11288 -0.08342  3.12286  1.02988 -0.02732  0.00842  0.02082  0.03993  0.00651 -0.00486  1.27445  0.77491  0.05433  0.05894  0.02662  0.04460  0.01584  0.00786  0.79017  0.01721  0.41067
1 2  0.27928  0.30901  0.03445  0.32417 -0.30097 -0.24640  3.29995  0.95722 -0.00717 -0.02128  0.05836  0.05189  0.06520  0.03753  1.25244  0.79997  0.02525  0.02100  0.01669  0.05034  0.02982  0.02816  0.78695 -0.13343  0.32211
1 3  0.25447  0.32014  0.07622  0.33257 -0.43767 -0.36919  3.13946  0.94811 -0.02570 -0.01720  0.03209  0.06926  0.11018  0.03210  1.18886  0.75271  0.01317  0.01748  0.02343  0.03275  0.06336  0.06645  0.73420 -0.02984  0.27851
1 4  0.21299  0.33172  0.01386  0.31605 -0.54410 -0.45988  3.22972  0.96138 -0.01309 -0.00252  0.04070  0.12318  0.09026  0.12096  1.14478  0.80796  0.01544  0.00916  0.00960  0.03754  0.08292  0.09826  0.94787 -0.04530  0.44579
1 5  0.23697  0.27340  0.01490  0.32214 -0.61393 -0.60492  3.09587  0.99480  0.00882  0.01837  0.08336  0.07864  0.11644  0.10266  1.23330  0.80611  0.01370  0.00789  0.01606  0.03511  0.10496  0.11211  1.05249 -0.06897  0.34056
1 6  0.24464  0.24914  0.04651  0.28952 -0.76009 -0.75897  3.10688  1.12376 -0.00093 -0.00808  0.04867  0.07965  0.17217  0.18812  1.17382  0.88245  0.01769  0.01479  0.00466  0.04458  0.09120  0.11415  0.74788 -0.00148  0.34064
1 7  0.25972  0.26355  0.02917  0.26170 -0.83340 -0.79048  3.06784  1.05411  0.02711  0.02574  0.04189  0.05116  0.17424  0.09259  1.19752  0.76570  0.01335  0.02403  0.00360  0.03804  0.11938  0.21619  0.84512  0.07602  0.32110
1 8  0.22423  0.29456  0.01293  0.29586 -0.95890 -0.94500  3.19495  1.03371  0.06229  0.02598  0.05838  0.12852  0.15728  0.17473  1.14623  0.88731  0.01618  0.01561  0.00338  0.04987  0.12234  0.20632  0.76171 -0.00619  0.36471
1 9  0.24615  0.27781  0.02083  0.29548 -1.02047 -1.05408  3.18137  1.01448  0.03571  0.02169  0.04402  0.06977  0.20896  0.23462  1.04410  0.80852  0.01912  0.00939  0.00716  0.04611  0.18804  0.28031  0.78724 -0.10952  0.33028
1 10  0.21462  0.24446  0.03328  0.28365 -1.19687 -1.08443  3.00609  1.03797  0.01449  0.02022  0.08078  0.04491  0.25641  0.16282  0.94060  0.85303  0.01885  0.00978  0.00674  0.04350  0.20145  0.31714  0.96528  0.04386  0.36016
1 11  0.18814  0.22862  0.03714  0.25889 -1.20307 -1.12271  3.17030  1.05027  0.03802  0.05889  0.06867  0.10076  0.27713  0.28908  0.95004  0.72372  0.01255  0.01427  0.00762  0.04511  0.27875  0.33785  0.99224 -0.06066  0.32035
1 12  0.24725  0.20069  0.03307  0.28527 -1.39501 -1.33351  3.08043  1.00195  0.01069  0.01172  0.03853  0.07993  0.41775  0.30930  0.94765  0.74359  0.00872  0.01469  0.02068  0.06042  0.38587  0.41074  0.86366 -0.04640  0.27568
1 13  0.21926  0.22619  0.01832  0.26774 -1.38723 -1.35466  3.08533  0.99388  0.03532  0.05766  0.02742  0.10282  0.30899  0.48199  1.06800  0.68637  0.01348  0.01981  0.01127  0.07379  0.38958  0.37210  0.81700  0.00481  0.50323
1 14  0.20115  0.27547  0.01186  0.31976 -1.44453 -1.43299  3.13815  1.00145  0.01670  0.04043  0.04779  0.09867  0.50361  0.44493  1.08685  0.67984  0.01457  0.02267  0.00709  0.04144  0.45035  0.48906  0.82123 -0.04982  0.31387
1 15  0.21490  0.28038  0.02669  0.28444 -1.55404 -1.38524  3.11333  1.14550  0.05423  0.06954  0.02591  0.07878  0.36445  0.46576  1.19639  0.73135  0.01399  0.01485  0.01222  0.04263  0.43245  0.41739  0.89804 -0.04009  0.36571
1 16  0.19569  0.25394  0.04537  0.31496 -1.50718 -1.36025  3.00851  1.02852  0.02457  0.06248  0.01622  0.07748  0.46814  0.34908  1.10615  0.79742  0.01288  0.01360  0.01369  0.05226  0.61544  0.56071  1.08023 -0.00927  0.41196
1 17  0.22847  0.28274  0.05211  0.29211 -1.52357 -1.57920  3.11888  0.96300  0.06636  0.04053  0.02171  0.08203  0.46295  0.53971  1.06310  0.79550  0.01856  0.01280  0.01141  0.02812  0.56103  0.38927  0.70641  0.17004  0.43758
1 18  0.22579  0.25507  0.03550  0.28618 -1.39130 -1.42719  3.17817  0.95954  0.03834  0.01290  0.04082  0.07222  0.50454  0.40354  1.32251  0.72352  0.02107  0.01960  0.00996  0.03118  0.62069  0.39819  0.78593 -0.07586  0.32289
1 19  0.21561  0.24136  0.02847  0.29098 -1.49426 -1.32368  3.05547  1.08813  0.04512  0.03166  0.04626  0.09923  0.39911  0.29001  1.25058  0.81645  0.01381  0.02558  0.00807  0.03068  0.57565  0.56373  0.94541  0.06324  0.41330
1 20  0.21385  0.26392  0.00433  0.32801 -1.42331 -1.44127  3.00647  1.03691 -0.00399  0.04952  0.03507  0.08094  0.49015  0.40841  1.00652  0.87022  0.01506  0.02758  0.01129  0.05872  0.54335  0.40996  0.88819  0.03072  0.35000
1 21  0.26717  0.24875  0.01438  0.25994 -1.65783 -1.44123  3.01679  1.06823  0.04702  0.01115  0.06306  0.09373  0.44502  0.29786  1.08311  0.91102  0.01804  0.02618  0.00601  0.04462  0.62603  0.46250  0.90410  0.03841  0.32889
1 22  0.22696  0.21169  0.02414  0.24062 -1.53084 -1.48635  3.08752  1.05683  0.03798  0.04331  0.06029  0.06144  0.42556  0.47161  1.18534  0.76995  0.01654  0.01405  0.00642  0.04505  0.59553  0.55637  0.69754  0.01474  0.37150
1 23  0.23554  0.25444  0.04056  0.29379 -1.45219 -1.47375  3.22662  1.08147  0.01745  0.08362  0.01815  0.12319  0.31330  0.45708  1.03403  0.79176  0.01926  0.01916  0.00818  0.04140  0.54788  0.45499  0.96634 -0.04370  0.38364
1 24  0.18207  0.26540  0.02942  0.28216 -1.64429 -1.42753  3.16618  0.96436  0.00710  0.06694  0.03377  0.08449  0.53607  0.38221  1.05273  0.73367  0.01962  0.01215  0.00937  0.02971  0.69978  0.57710  0.89054 -0.05090  0.30840
1 25  0.23030  0.22878  0.04929  0.28691 -1.50041 -1.46201  3.04543  1.19681  0.04881  0.02998  0.00281  0.07305  0.49420  0.44777  1.01141  0.75173  0.02547  0.01567  0.00908  0.03190  0.62275  0.43670  0.76798 -0.03416  0.38800
1 26  0.21825  0.27043  0.02110  0.23951 -1.52970 -1.43669  3.20607  0.96879  0.05285  0.02333  0.02402  0.12741  0.25241  0.48746  1.14798  0.88480  0.02028  0.02581  0.01068  0.06486  0.76228  0.58943  0.72756 -0.06500  0.35837
1 27  0.22569  0.24238  0.02308  0.26627 -1.49835 -1.58039  3.25071  0.96677  0.02633  0.06168  0.06417  0.07205  0.37922  0.38621  1.18123  0.84765  0.01660  0.02711  0.01849  0.04411  0.63842  0.52352  0.77572 -0.07785  0.28428
1 28  0.23426  0.24180  0.06057  0.25909 -1.60747 -1.52361  3.21919  0.84423  0.05254  0.08340  0.05294  0.10436  0.33966  0.38514  1.05615  0.73612  0.01968  0.01802  0.01371  0.05367  0.66410  0.60174  0.94136 -0.07324  0.28945
1 29  0.18482  0.24443  0.02692  0.27299 -1.68031 -1.32210  3.27583  1.05333  0.05319  0.05565  0.06340  0.07877  0.53182  0.56215  1.09685  0.77411  0.01877  0.02605  0.01021  0.04935  0.59440  0.44914  0.80601  0.03819  0.29988
1 30  0.21777  0.24232  0.01757  0.31290 -1.55606 -1.51953  3.07997  1.04065  0.05253  0.05610  0.04591  0.08355  0.25418  0.44469  1.12238  0.73729  0.01900  0.01737  0.01118  0.06012  0.62420  0.47357  0.99125  0.01098  0.39309
1 31  0.24664  0.25148  0.01871  0.27458 -1.49843 -1.39301  3.18116  0.94599  0.04654  0.07010  0.03171  0.08386  0.42580  0.34201  1.23063  0.75289  0.02139  0.02213  0.01105  0.03900  0.48949  0.61208  1.10027  0.01794  0.35739
1 32  0.23742  0.26248  0.02106  0.27475 -1.64840 -1.40057  3.09172  0.99485  0.02080  0.02684  0.04931  0.09983  0.53717  0.40835  1.14434  0.71501  0.01459  0.01107  0.00790  0.03879  0.72238  0.49373  0.93952 -0.00975  0.36723
1 33  0.21036  0.27191  0.00414  0.29691 -1.58850 -1.41567  3.00177  1.05857  0.04014  0.07886  0.05167  0.10061  0.43708  0.34654  1.11943  0.87298  0.01574  0.01460  0.01063  0.03636  0.64685  0.71365  1.04970 -0.00488  0.38054
1 34  0.24944  0.23099  0.05228  0.32339 -1.58377 -1.34059  3.15951  1.03949  0.02485  0.05498  0.05290  0.07288  0.39701  0.43441  1.21664  0.73217  0.02078  0.01016  0.01726  0.03540  0.64266  0.76674  1.10469  0.06242  0.35346
1 35  0.25299  0.22908  0.03632  0.29190 -1.58595 -1.48940  2.84715  1.12748  0.04004  0.03505  0.02544  0.09475  0.50959  0.33010  1.17048  0.82555  0.02140  0.01539  0.02345  0.03340  0.70757  0.49728  0.68569 -0.07386  0.40406
1 36  0.20169  0.25973  0.03620  0.23501 -1.58846 -1.40407  3.14861  1.17064  0.00300  0.05895  0.06259  0.10948  0.37517  0.31269  1.19875  0.90345  0.02160  0.01004  0.01765  0.04596  0.68425  0.53769  0.91724  0.08228  0.38606
1 37  0.21862  0.27281  0.00999  0.27785 -1.62245 -1.36403  3.01203  1.01007  0.05842  0.04274  0.00891  0.06801  0.48846  0.39195  1.15091  0.80974  0.02416  0.01200  0.01581  0.04869  0.60089  0.54393  0.94726 -0.09904  0.40808
1 38  0.23778  0.23100  0.04247  0.25714 -1.53796 -1.31679  3.24510  0.96472  0.03430  0.04190  0.04755  0.06728  0.50826  0.47477  1.13210  0.69345  0.02385  0.01497  0.00971  0.04210  0.63243  0.80301  0.86483  0.03487  0.29127
1 39  0.23266  0.24406  0.03371  0.26656 -1.58963 -1.40463  3.19052  1.01964  0.05614  0.05821  0.06557  0.02813  0.55110  0.42728  0.98449  0.77063  0.02319  0.01691  0.00562  0.06165  0.59436  0.54768  0.95405 -0.05987  0.32612
