1 1  0.32463  0.38718  0.02516  0.34640 -0.12384 -0.07836 -1.29064  2.75090  1.16196 -0.03985  0.05508  0.02656 -0.06940  0.02716  0.02594  0.36862  0.24312  1.58274 -0.13137 -1.39499  0.09418  0.01519 -1.13754  0.43497  1.40812  0.69240  0.04497  0.08790  0.02865  0.04958  0.01226  0.01086  1.42426  1.38832  0.40462
1 2  0.27561  0.34470  0.00987  0.31985 -0.28440 -0.16393 -1.06614  2.73736  1.09202 -0.00699 -0.05986  0.06419 -0.03377  0.02522  0.03133 -0.50000  1.57095 -0.38586 -0.84639  1.55674 -0.32931  0.05539 -0.90053  0.47596  1.07747  0.56813  0.03023  0.05317  0.02225  0.03761  0.03322  0.03410  1.29819  1.23695  0.41700
1 3  0.30824  0.33741  0.07112  0.36230 -0.37867 -0.33327 -0.98590  2.95436  1.12170  0.00864  0.00456  0.03418 -0.02692  0.06668  0.09088 -0.61771  2.24620  1.40108 -1.22272  0.68265 -0.70923  0.08368 -1.21898  0.20602  1.14921  0.63896  0.03328  0.02379  0.02606  0.01609  0.06396  0.07355  1.71564  1.54081  0.50857
1 4  0.22592  0.32095 -0.02222  0.28299 -0.49979 -0.49816 -1.87749  2.78821  1.05762  0.04495  0.00421  0.02946 -0.05260  0.08048  0.16074 -0.29099  2.91189 -0.03810  0.69800  1.08108  0.67704  0.13591 -0.79941  0.00761  1.11899  0.58686  0.02620  0.02162  0.03565  0.02451  0.11573  0.10184  1.22266  1.66657  0.45682
1 5  0.22172  0.31820  0.03282  0.31539 -0.63148 -0.58486  0.06442  2.85368  1.11643  0.07833  0.01017  0.00768 -0.03618  0.14106  0.18475  0.47749  0.54274 -0.40471 -1.06780  0.88444  0.75523  0.06202 -1.20071  0.20370  1.34612  0.76284  0.01491  0.02343  0.03490  0.02612  0.13591  0.11167  1.55740  1.36879  0.49907
1 6  0.26220  0.24098  0.04323  0.29865 -0.77004 -0.66014 -1.46350  2.79844  1.09439  0.03178  0.00760  0.07340 -0.02476  0.19781  0.27350  1.07630  0.10819 -2.00140  1.62302  0.68899  0.18204  0.22135 -1.33184  0.64380  1.35523  0.73363  0.01197  0.02097  0.03186  0.02864  0.18614  0.18076  1.45481  1.51962  0.41345
1 7  0.25410  0.23677  0.06298  0.36783 -0.84267 -0.71665 -1.62738  2.59201  1.06344 -0.00329  0.03304  0.08002 -0.07466  0.22910  0.27246 -1.55208  2.03985 -3.56968  0.43339  0.93485 -0.38919  0.22048 -0.86117  0.41517  1.06203  0.76056  0.02827  0.02178  0.03535  0.03706  0.26013  0.33025  0.96948  1.83372  0.54483
1 8  0.23139  0.29239  0.03227  0.34019 -1.02368 -0.82325 -1.04513  2.66302  1.09671  0.04424  0.04946  0.05779 -0.01552  0.18038  0.34237 -2.29015  2.55047 -2.01570 -1.36144  0.50154 -0.10455  0.21042 -0.77973 -0.05727  1.18449  0.64263  0.01477  0.02492  0.03488  0.03070  0.21713  0.34086  1.22479  2.34279  0.55928
1 9  0.24923  0.24858  0.03957  0.32825 -1.01150 -0.99316  0.11169  2.79119  1.01705  0.05171 -0.03070  0.02868 -0.03516  0.26025  0.25350 -5.46844  2.02072 -1.41227  0.78225  0.98701 -0.22001  0.12775 -1.10745  0.55616  1.45907  0.80770  0.01098  0.01473  0.02807  0.03306  0.33246  0.42020  0.63078  1.89180  0.38063
1 10  0.22007  0.26257 -0.00714  0.30355 -1.17176 -1.05972 -0.06955  2.83142  1.08798  0.04358 -0.00336  0.07018 -0.06951  0.17776  0.40887 -3.70151  0.94071 -0.61836  0.59092  0.61191 -0.31813 -0.03078 -0.80342  0.48127  1.18806  0.66563  0.00355  0.01863  0.04572  0.04513  0.27713  0.35325  1.11261  1.43153  0.55824
1 11  0.22553  0.26094  0.02593  0.33988 -1.28637 -1.10320 -1.43792  2.90356  1.07936  0.04248  0.04440  0.06928 -0.00909  0.23650  0.50899 -2.18547  3.20359 -1.77479 -0.05248  0.63394 -0.16278  0.21031 -0.88111 -0.03541  1.19640  0.65548  0.00472  0.02349  0.02839  0.04417  0.39540  0.62158  1.14028  1.17891  0.43179
1 12  0.22854  0.22805  0.07381  0.28666 -1.37503 -1.10868 -0.48689  2.88279  1.07734  0.05500  0.06924  0.04118 -0.00462  0.43366  0.51071 -1.98737  1.99663 -1.52994 -0.06363  0.64151 -0.12130  0.20332 -1.15915  0.06801  1.36407  0.61280  0.00674  0.01897  0.02998  0.02875  0.38315  0.51236  1.14824  1.89431  0.44797
1 13  0.19592  0.21720  0.04623  0.32495 -1.50192 -1.26638 -0.04034  2.56978  1.13911  0.06176  0.04504  0.07338 -0.03515  0.43110  0.58713 -4.42168  0.96749 -0.31856  0.39107  0.54901  0.00516  0.23974 -1.41631  0.42091  1.13671  0.70786  0.00975  0.01973  0.03841  0.04268  0.64496  0.71628  1.07675  1.87615  0.41216
1 14  0.22118  0.24861 -0.01746  0.30374 -1.40610 -1.53574 -1.97249  2.81726  1.27060  0.04077  0.04963  0.04700 -0.02544  0.43209  0.66592  0.13296  1.53557 -1.03949 -0.21301  0.10050 -0.24120  0.14514 -1.24057  0.46676  1.37911  0.64442  0.01810  0.02521  0.04871  0.04409  0.59214  0.99129  0.90109  1.12277  0.43981
1 15  0.21645  0.20637  0.03168  0.34041 -1.50024 -1.46457 -0.39527  2.93829  1.08462  0.00695  0.02926  0.05920 -0.02620  0.45884  0.47918 -2.13228  2.23229 -2.01486  0.97202  0.85235 -0.21326  0.09849 -1.23409  0.31914  1.00929  0.76645  0.01300  0.03350  0.02818  0.04381  0.58410  0.88518  1.10765  1.41448  0.42247
